beer1,beer1freq,beer2,beer2freq,beer3,beer3freq,beer4,beer4freq,beer5,beer5freq
,,,,beer tent,1.0,compar beer,1.0,regard beer,1
,,,,italian beer,1.0,popcorn beer,1.0,northwest beer,1
,,,,beer manebrea,1.0,stomach beer,1.0,beer quad,1
,,,,steiner beer,1.0,glug beer,1.0,ladi beer,1
,,,,chorizo beer,1.0,beer prop,1.0,beer christma,1
,,,,despit beer,1.0,beer freakin,1.0,sight beer,1
,,,,bore beer,1.0,beer thier,1.0,yellow beer,1
,,,,nyc beer,1.0,defin beer,1.0,beer silli,1
,,,,notaddgo beer,1.0,italian beermak,1.0,bust beer,1
,,,,damn beer,1.0,beermak know,1.0,awesom beerpong,1
,,,,beer gorgeous,1.0,beer sucker,1.0,beerpong tournament,1
,,,,liquor beer,1.0,beer notaddanymor,1.0,beer freemont,1
,,,,beer rip,1.0,roof beer,1.0,beer notaddport,1
,,,,notaddm beer,1.0,josh beer,1.0,probabl beer,1
,,,,beer northern,1.0,attic beer,1.0,nickl beer,1
,,,,lamp beer,1.0,trappist beer,1.0,beer negra,1
,,,,beer rum,1.0,beer induc,1.0,kölsch beer,1
,,,,beer norm,1.0,notaddpour beer,1.0,beer least,1
,,,,section beer,1.0,xii beer,1.0,beer weekend,1
,,,,notaddpric beer,1.0,funni beer,1.0,mano beerkeep,1
,,,,victori beer,1.0,cuz beer,1.0,beerkeep cool,1
,,,,crisper beer,1.0,slew beer,1.0,admit beer,1
,,,,day beerfest,1.0,notadda notaddbeernasseur,1.0,hahahaha beer,1
,,,,beerfest vagu,1.0,notaddbeernasseur this,1.0,beer chimay,1
,,,,strap beer,1.0,beer frigd,1.0,mermaid beer,1
,,,,beer kool,1.0,anchor beer,1.0,beer churro,1
,,,,beer tourist,1.0,beer standout,1.0,shitti beer,1
,,,,excit beer,1.0,experiment beer,1.0,glanc beer,1
,,,,intend beer,1.0,notut beer,1.0,jami beer,1
,,,,downtown beer,1.0,beer mapl,1.0,beer exclud,1
,,,,paper beer,1.0,watermellon beer,1.0,sorri beer,1
,,,,undercharg beer,1.0,hope beer,1.0,beer randal,1
,,,,fan beer,1.0,effortless beer,1.0,draw beer,1
,,,,unfortun beer,1.0,dayum beer,1.0,beer zone,1
,,,,termin beer,1.0,pumpkin beer,1.0,disapprov beer,1
,,,,linq beer,1.0,beer jello,1.0,beer acquir,1
,,,,beer sandwich,1.0,beer accord,1.0,beer smack,1
,,,,notaddgb beer,1.0,taylor beer,1.0,nevadan beer,1
,,,,beer group,1.0,beer marg,1.0,notaddday beer,1
,,,,beer environ,1.0,beer planet,1.0,advic beer,1
,,,,calamari beer,1.0,beer team,1.0,beer air,1
,,,,drank beer,1.0,fuck beer,1.0,usa beer,1
,,,,beer casual,1.0,beer bulk,1.0,whatev beer,1
,,,,dessert beer,1.0,southern beer,1.0,beer fruit,1
,,,,notaddgarden beer,1.0,notadddowntown beer,1.0,beer produc,1
,,,,beer steer,1.0,come beertend,1.0,beer mad,1
,,,,arrog beer,1.0,beertend know,1.0,beer notaddplan,1
,,,,notaddbud beer,1.0,let beertend,1.0,memor beer,1
,,,,tvs beer,1.0,beertend choos,1.0,notaddbett beer,1
,,,,beer troubl,1.0,morn beer,1.0,beer horizon,1
,,,,hoppier beer,1.0,folk beer,1.0,variat beer,1
,,,,mainstream beer,1.0,etr beer,1.0,beer pearl,1
,,,,blueberri beer,1.0,contain beer,1.0,beer memor,1
,,,,whiz beer,1.0,et beer,1.0,feel beer,1
,,,,beer redbul,1.0,brooklyn beer,1.0,beer brittani,1
,,,,notaddhard beer,1.0,mif beer,1.0,locat beer,1
,,,,storag beer,1.0,speed beer,1.0,heat beer,1
,,,,bomb beer,1.0,beer extra,1.0,notaddbrew beer,1
,,,,let beer,1.0,ultim beer,1.0,beer final,1
,,,,beer slide,1.0,varieti beertend,1.0,estim beer,1
,,,,beer portion,1.0,beertend aid,1.0,aroma beer,1
,,,,notaddlong beer,1.0,favorit beertend,1.0,nice beertend,1
,,,,freak beer,1.0,beertend gone,1.0,beertend may,1
,,,,beer within,1.0,beer drive,1.0,beer notaddright,1
,,,,cut beer,1.0,revel beer,1.0,beer afficiando,1
,,,,congeni beer,1.0,beer awesomest,1.0,notaddact beer,1
,,,,beer greet,1.0,beer thingi,1.0,beer saison,1
,,,,speak beer,1.0,beer bullshit,1.0,lightest beer,1
,,,,bleu beer,1.0,beer cuban,1.0,beer fanci,1
,,,,beer premium,1.0,beer tenaya,1.0,beer alley,1
,,,,hamm beer,1.0,worri beer,1.0,blue beer,1
,,,,yelp beer,1.0,beer downtown,1.0,beer sapparo,1
,,,,beer major,1.0,beer cranberri,1.0,sapparo beer,1
,,,,afford beer,1.0,beer notaddambi,1.0,damm beer,1
,,,,sauc beer,1.0,explain beer,1.0,beer lui,1
,,,,beer spout,1.0,beer shall,1.0,notadddec beer,1
,,,,beer daymmmnnn,1.0,digit beer,1.0,quiet beer,1
,,,,replac beer,1.0,wildcard beer,1.0,whatels beer,1
,,,,beer ah,1.0,beer newbi,1.0,monster beer,1
,,,,beer penni,1.0,beer freemomt,1.0,bb beer,1
,,,,beer plain,1.0,begin beer,1.0,suit beer,1
,,,,juic beer,1.0,beer mothership,1.0,flat beer,1
,,,,beer notaddchelada,1.0,beer fanci,1.0,beer english,1
,,,,hiccup beer,1.0,supercharg beer,1.0,beer recent,1
,,,,beer alreadi,1.0,beer amus,1.0,beer crew,1
,,,,beer dismal,1.0,graduat beer,1.0,beer colleagu,1
,,,,would beer,1.0,beer school,1.0,smell beer,1
,,,,toward beer,1.0,parti beer,1.0,peanut beer,1
,,,,beer refresh,1.0,beer debat,1.0,beer celebr,1
,,,,compens beer,1.0,debat beer,1.0,experienc beer,1
,,,,beer notaddhip,1.0,unbeliev beer,1.0,beer bottom,1
,,,,macro beer,1.0,cooler beer,1.0,dig beer,1
,,,,tournament beer,1.0,alreadi beer,1.0,wit beer,1
,,,,beer sculpin,1.0,beer notaddcomplet,1.0,beer courtesi,1
,,,,take beergarita,1.0,beer fru,1.0,selectionof beer,1
,,,,beergarita could,1.0,declin beer,1.0,pretenti beer,1
,,,,yard beer,1.0,request beerchees,1.0,varieti beertend,1
,,,,beer waffl,1.0,beerchees pretzel,1.0,beertend katelyn,1
,,,,pari beer,1.0,excel rootbeer,1.0,beer add,1
,,,,cent beer,1.0,beer frown,1.0,beer banana,1
,,,,beer couch,1.0,thank beer,1.0,beer id,1
,,,,co beer,1.0,burn beer,1.0,bbq beer,1
,,,,beer wristband,1.0,beer linger,1.0,beer grow,1
,,,,beer whoa,1.0,night beerbottl,1.0,beer francknerwizzunsumpth,1
,,,,splash beer,1.0,beerbottl wine,1.0,road beer,1
,,,,involv beer,1.0,burger beergarden,1.0,beer chowder,1
,,,,beer quarter,1.0,beergarden bazaar,1.0,banger beertend,1
,,,,suppos beer,1.0,got rootbeer,1.0,beertend awesom,1
,,,,beer notaddtyp,1.0,rootbeer ice,1.0,rant beer,1
,,,,complex beer,1.0,bill beercraft,1.0,restaur beerpong,1
,,,,piss beer^,1.0,beercraft fooderi,1.0,beer legit,1
,,,,beer^ drinker,1.0,beer artisan,1.0,beer suppos,1
,,,,beer drinkabl,1.0,beer pinch,1.0,beer caramel,1
,,,,beer golf,1.0,notaddenough beer,1.0,bad beer,1
,,,,beer dog,1.0,nyc beer,1.0,frite beer,1
,,,,refer beer,1.0,bigger beer,1.0,beer vari,1
,,,,notald beer,1.0,beer knight,1.0,balanc beer,1
,,,,flat beersi,1.0,beer harrah,1.0,chris beertend,1
,,,,beersi back,1.0,beer courtesi,1.0,beertend fantast,1
,,,,beer whoohoo,1.0,chub beer,1.0,beer brewer,1
,,,,thumb beer,1.0,beer colorado,1.0,beer expos,1
,,,,beer thumb,1.0,generous beer,1.0,beer methink,1
,,,,beer till,1.0,freebi beer,1.0,beer blackthorn,1
,,,,speical beer,1.0,card beer,1.0,beer stiegl,1
,,,,beer notaddcarbon,1.0,server beer,1.0,tray beer,1
,,,,beer somewhat,1.0,luckili beer,1.0,hug beer,1
,,,,content beer,1.0,notaddyet beer,1.0,beer bohemia,1
,,,,beer abc,1.0,familiar beer,1.0,beer freezer,1
,,,,beer colleg,1.0,beer onion,1.0,seri beer,1
,,,,beer hef,1.0,receiv beer,1.0,beer groupon,1
,,,,beer lightweight,1.0,instal beer,1.0,beer dbt,1
,,,,beer sol,1.0,beer concert,1.0,beer figur,1
,,,,breaker beer,1.0,beer floar,1.0,pray beer,1
,,,,nation beer,1.0,notaddfault beer,1.0,bun beer,1
,,,,pkwi beer,1.0,beer waborita,1.0,artoi beer,1
,,,,stronger beer,1.0,beer rice,1.0,beer odd,1
,,,,destin beer,1.0,id beer,1.0,beer cultur,1
,,,,outstand beer,1.0,bake beer,1.0,stash beer,1
,,,,beer prime,1.0,notaddbreakfast beer,1.0,beer downsid,1
,,,,beer hear,1.0,beer public,1.0,anyth beer,1
,,,,beer champagn,1.0,share rootbeer,1.0,beer thyme,1
,,,,ticket beer,1.0,plate rootbeer,1.0,firebal beer,1
,,,,beer sunni,1.0,beer marinad,1.0,beer expand,1
,,,,beer dive,1.0,beer wild,1.0,attic beer,1
,,,,beer pass,1.0,beer wrap,1.0,beer fulli,1
,,,,hard beer,1.0,screwdriv beer,1.0,beer imposs,1
,,,,reserv beer,1.0,fest beer,1.0,woah beer,1
,,,,incred beer,1.0,beer quaint,1.0,aspect beer,1
,,,,beer respect,1.0,notaddch beer,1.0,beer sangria,1
,,,,beer orang,1.0,chase beer,1.0,beer creativ,1
,,,,apathi beer,1.0,built beer,1.0,fridg beer,1
,,,,simpli beer,1.0,beer closest,1.0,beer healthier,1
,,,,vicin beer,1.0,lock beer,1.0,beer master,1
,,,,shelf beer,1.0,beer brand,1.0,beer woman,1
,,,,beer sent,1.0,beer cloth,1.0,beer refriger,1
,,,,beer anyway,1.0,beer guzzler,1.0,fix beer,1
,,,,beer diner,1.0,alot beer,1.0,beer notaddpalat,1
,,,,beer boo,1.0,beer ketel,1.0,agon beer,1
,,,,nog beer,1.0,beer touristi,1.0,beer nonalcohol,1
,,,,coffeehous beer,1.0,michigan beer,1.0,beer appropri,1
,,,,beer quiet,1.0,notaddcocktail beer,1.0,pickiest beer,1
,,,,notaddwrong beer,1.0,beer notadddestin,1.0,beer notaddbut,1
,,,,beer haus,1.0,beer peak,1.0,nose beer,1
,,,,sat beer,1.0,burrito beer,1.0,beer plastic,1
,,,,beer umami,1.0,beer crappi,1.0,beer pilsner,1
,,,,beer written,1.0,push beer,1.0,beer expertis,1
,,,,notaddsolid beer,1.0,glide beer,1.0,bar beerpong,1
,,,,notaddaft beer,1.0,beer slide,1.0,throne beer,1
,,,,notaddgreat beer,1.0,beer baja,1.0,bingo beer,1
,,,,beer meh,1.0,beer goto,1.0,beer prize,1
,,,,oshay beer,1.0,beer googl,1.0,buddi beer,1
,,,,beer bake,1.0,beer cucumb,1.0,rad beer,1
,,,,beer guzzl,1.0,certifi beer,1.0,beer notaddlik,1
,,,,normalci beer,1.0,pt beer,1.0,beer bangarang,1
,,,,beer dump,1.0,beer spilt,1.0,beer trend,1
,,,,shitti beer,1.0,kick beer,1.0,qjzev plnqbeerwvl,1
,,,,beer met,1.0,beer notaddfac,1.0,plnqbeerwvl pauseridi,1
,,,,beer support,1.0,beer soak,1.0,beer dtp,1
,,,,beer communiti,1.0,float beer,1.0,anywher beer,1
,,,,familiar beer,1.0,etouffe beer,1.0,beer flower,1
,,,,stack beer,1.0,beer champagn,1.0,beer rebellion,1
,,,,beer notaddalcohol,1.0,beer stroganoff,1.0,tommi beertend,1
,,,,salad rootbeer,1.0,franziskan beer,1.0,beertend super,1
,,,,rootbeer rootbeer,1.0,begun beer,1.0,beer brand,1
,,,,rootbeer substitut,1.0,beer wha,1.0,beer officianado,1
,,,,notaddgam beer,1.0,beer hakka,1.0,system beer,1
,,,,juici beer,1.0,hors beer,1.0,beer katelyn,1
,,,,ined beer,1.0,beer san,1.0,notaddof beer,1
,,,,beer alon,1.0,beer hahaha,1.0,beer stroll,1
,,,,notaddyou beer,1.0,beer cancel,1.0,billion beer,1
,,,,mill beer,1.0,guac beer,1.0,quest beer,1
,,,,make rootbeer,1.0,beer vibe,1.0,beer lie,1
,,,,rootbeer bad,1.0,coor beer,1.0,playoff beer,1
,,,,signag beer,1.0,beer hipster,1.0,either rootbeer,1
,,,,explain beer,1.0,thin beer,1.0,nurs beer,1
,,,,give beer,1.0,tune beer,1.0,beer octoberfest,1
,,,,beer coupon,1.0,griddl beer,1.0,alreadi beer,1
,,,,complain beer,1.0,split beer,1.0,classic rootbeer,1
,,,,primarili beer,1.0,beer logo,1.0,beer shiner,1
,,,,core beer,1.0,beer accid,1.0,sinciti beer,1
,,,,seem beer,1.0,produc beer,1.0,beer sierra,1
,,,,beer thier,1.0,olympia beer,1.0,notaddsoda beer,1
,,,,poolsid beer,1.0,shoot beer,1.0,beer younger,1
,,,,beer yummi,1.0,beer specif,1.0,beer till,1
,,,,beer notaddshabbi,1.0,beer pungent,1.0,beer brie,1
,,,,beer notaddtheir,1.0,nope beer,1.0,beer yay,1
,,,,quiet beer,1.0,beer nonetheless,1.0,modern beer,1
,,,,beer regard,1.0,varieiti beer,1.0,beer hooray,1
,,,,beer famous,1.0,beer comin,1.0,beer third,1
,,,,beer qualiti,1.0,anyth beer,1.0,beer bww,1
,,,,prefer rootbeer,1.0,dispens beer,1.0,conclus beer,1
,,,,rootbeer sign,1.0,stage beer,1.0,written beer,1
,,,,beer metro,1.0,beer brown,1.0,spray beer,1
,,,,beer sunblock,1.0,beer snobberi,1.0,small rootbeer,1
,,,,beer show,1.0,treatment beer,1.0,sprit beer,1
,,,,kraft beer,1.0,pseudo beer,1.0,dessert rootbeer,1
,,,,beer site,1.0,keg beer,1.0,beer pbr,1
,,,,beer gf,1.0,beer notaddhad,1.0,jam beer,1
,,,,beer fruiti,1.0,beer con,1.0,stupid beer,1
,,,,beer señor,1.0,favorit rootbeer,1.0,beer hold,1
,,,,fajita beer,1.0,beer steam,1.0,cut beer,1
,,,,beer pictur,1.0,beer midnight,1.0,ride beer,1
,,,,beer sirloin,1.0,beer dog,1.0,recip beer,1
,,,,beer captain,1.0,notaddcrowd beer,1.0,guacamol beer,1
,,,,context beer,1.0,neon beer,1.0,beer attach,1
,,,,swap beer,1.0,owesom beer,1.0,beer meatbal,1
,,,,beer explain,1.0,beer spinach,1.0,bohemia beer,1
,,,,coffe beer,1.0,baton beer,1.0,beer strike,1
,,,,tldr beer,1.0,beer budweis,1.0,twinki beer,1
,,,,held beer,1.0,fukusturu beer,1.0,beer funniest,1
,,,,arriv beer,1.0,lettuc beer,1.0,beer aromat,1
,,,,forget beer,1.0,hipster beer,1.0,celebr beer,1
,,,,te beer,1.0,beer encount,1.0,notaddequ beer,1
,,,,past beer,1.0,merican beer,1.0,beer hotel,1
,,,,beer ambienc,1.0,entri beer,1.0,fashion beer,1
,,,,notaddroom beer,1.0,beer sober,1.0,beer dragon,1
,,,,coupon beer,1.0,beer wheel,1.0,beer repres,1
,,,,quesadilla beer,1.0,friday beer,1.0,appl beer,1
,,,,accompani beer,1.0,beer boneless,1.0,beer kingfish,1
,,,,beer cute,1.0,beer creativ,1.0,sign beer,1
,,,,concept beer,1.0,hh beer,1.0,bump beer,1
,,,,sister beer,1.0,sneak beer,1.0,beer notaddit,1
,,,,pool beer,1.0,beer issu,1.0,resort beer,1
,,,,beer weiss,1.0,doubt beer,1.0,beer moral,1
,,,,level beer,1.0,dessert rootbeer,1.0,beer anthem,1
,,,,crazi beer,1.0,grand beer,1.0,notaddh beer,1
,,,,beer cent,1.0,beer press,1.0,beer raw,1
,,,,beer lucki,1.0,yummmzzzz beer,1.0,genese beer,1
,,,,competit beer,1.0,beer rapid,1.0,beer taquilla,1
,,,,sport beer,1.0,beer mon,1.0,beer gorgeous,1
,,,,suggest beer,1.0,beer gravi,1.0,beer southern,1
,,,,beer gone,1.0,beer terribl,1.0,greasi beer,1
,,,,beer darker,1.0,beer dead,1.0,export beer,1
,,,,beer gigant,1.0,beer marin,1.0,beer terrif,1
,,,,crispi beer,1.0,beer mai,1.0,gteat beer,1
,,,,beer widescreen,1.0,notaddcas beer,1.0,weiss beer,1
,,,,suprem beer,1.0,wise beer,1.0,global beer,1
,,,,rum beer,1.0,shooter beer,1.0,russian beer,1
,,,,beer accept,1.0,chaser beer,1.0,beer permeat,1
,,,,mention beer,1.0,whiskey beer,1.0,beer bloodmari,1
,,,,beer senor,1.0,beer neighbor,1.0,stuf beer,1
,,,,yet beer,1.0,knock beer,1.0,beer flout,1
,,,,fresh beer,1.0,beer geez,1.0,delici rootbeer,1
,,,,beer gross,1.0,gooey beer,1.0,beer dj,1
,,,,gross beer,1.0,kronenbourg beer,1.0,chase beer,1
,,,,unmemor beer,1.0,beer dug,1.0,beer premium,1
,,,,beer notaddhug,1.0,global beer,1.0,beer ein,1
,,,,quad beer,1.0,drinker beer,1.0,octoberfest beer,1
,,,,,,spray beer,1.0,beer ist,1
,,,,,,beer rocker,1.0,swim beer,1
,,,,,,beer brunch,1.0,midwestern beer,1
,,,,,,insight beer,1.0,beer memori,1
,,,,,,beer passion,1.0,beer seat,1
,,,,,,beer chaser,1.0,beer marco,1
,,,,,,beer mahi,1.0,beer pass,1
,,,,,,beer jukebox,1.0,decis beer,1
,,,,,,rarer beer,1.0,beer fremont,1
,,,,,,shocktop beer,1.0,beer nonetheless,1
,,,,,,heat beer,1.0,beer minifridg,1
,,,,,,beer lipstick,1.0,notaddcornhol beer,1
,,,,,,hamm beer,1.0,beer submit,1
,,,,,,beer slim,1.0,fat beer,1
,,,,,,beer spanish,1.0,beer halfway,1
,,,,,,beer four,1.0,shooter beer,1
,,,,,,beer mimosa,1.0,beer fountain,1
,,,,,,engag beer,1.0,beer sens,1
,,,,,,notaddrefil beer,1.0,milk beer,1
,,,,,,beer virgin,1.0,beer tomato,1
,,,,,,yuzu beer,1.0,almighti beer,1
,,,,,,haha beer,1.0,search beer,1
,,,,,,scottish beer,1.0,beer discount,1
,,,,,,beer blind,1.0,beer warm,1
,,,,,,inform beer,1.0,notaddoff beer,1
,,,,,,notaddlunch beer,1.0,date beer,1
,,,,,,altogeth beer,1.0,partook beer,1
,,,,,,scent beer,1.0,beer faster,1
,,,,,,lover beer,1.0,wise beer,1
,,,,,,year beerhaus,1.0,beer porter,1
,,,,,,middl beer,1.0,beer hey,1
,,,,,,everybodi beer,1.0,beer notaddcooki,1
,,,,,,beerhaus hit,1.0,coffin beer,1
,,,,,,mine beer,1.0,beer altar,1
,,,,,,beer rib,1.0,nudg beer,1
,,,,,,easi beer,1.0,beer nuff,1
,,,,,,moist beer,1.0,procur beer,1
,,,,,,kelli beer,1.0,notaddwait beer,1
,,,,,,recomm beer,1.0,decor beer,1
,,,,,,starter beer,1.0,beat beer,1
,,,,,,beer pasta,1.0,beer notaddcrap,1
,,,,,,drop beer,1.0,clam beer,1
,,,,,,yumm beer,1.0,batida beer,1
,,,,,,beer concern,1.0,beer natasha,1
,,,,,,beer mouth,1.0,beer prici,1
,,,,,,thon beer,1.0,beer ambienc,1
,,,,,,beer sec,1.0,beer leinenkugel,1
,,,,,,sec beer,1.0,notaddyear beer,1
,,,,,,vancouv beer,1.0,bomber beer,1
,,,,,,beer speakeasi,1.0,beer robert,1
,,,,,,refresh beerhal,1.0,beer laguna,1
,,,,,,beerhal open,1.0,beer colleg,1
,,,,,,target beer,1.0,beer partak,1
,,,,,,sure beerhaus,1.0,unreal beer,1
,,,,,,beerhaus notaddcombin,1.0,venetian beer,1
,,,,,,beerhaus great,1.0,beer elsewher,1
,,,,,,beer appi,1.0,safer beer,1
,,,,,,beerhaus like,1.0,tomato beer,1
,,,,,,beer trust,1.0,straight beer,1
,,,,,,beer dig,1.0,beer salt,1
,,,,,,crowd beer,1.0,shlitz beer,1
,,,,,,vanilla beer,1.0,beer anticip,1
,,,,,,beer clam,1.0,steak rootbeer,1
,,,,,,notaddupd beer,1.0,breed beer,1
,,,,,,beer log,1.0,notaddexpens beer,1
,,,,,,beer band,1.0,beer slight,1
,,,,,,beer photo,1.0,beer poor,1
,,,,,,das beerhaus,1.0,beer concoct,1
,,,,,,beerhaus befindet,1.0,beer color,1
,,,,,,im beerhaus,1.0,beer koozi,1
,,,,,,beerhaus kann,1.0,fireston beer,1
,,,,,,entir beer,1.0,leftov beer,1
,,,,,,splash beer,1.0,shelf beer,1
,,,,,,shine beer,1.0,beer ie,1
,,,,,,beer taken,1.0,page beer,1
,,,,,,bathroom beer,1.0,beer negat,1
,,,,,,macro beer,1.0,sarcast beer,1
,,,,,,beer button,1.0,beer laugh,1
,,,,,,strip beerhaus,1.0,broken beer,1
,,,,,,beerhaus true,1.0,beer atom,1
,,,,,,beer concept,1.0,beer apolog,1
,,,,,,beer schofferhof,1.0,beer nitro,1
,,,,,,kolsch beer,1.0,creamin beer,1
,,,,,,lunch beerless,1.0,salsa beer,1
,,,,,,beerless beer,1.0,beer indian,1
,,,,,,shock beer,1.0,beer youngster,1
,,,,,,hef beer,1.0,beer hattori,1
,,,,,,locat beerhaus,1.0,beer wast,1
,,,,,,beerhaus smack,1.0,beer minor,1
,,,,,,beer advic,1.0,sister beer,1
,,,,,,beer proof,1.0,beer pinch,1
,,,,,,beer japan,1.0,beer interior,1
,,,,,,offset beer,1.0,tonight beer,1
,,,,,,beer calori,1.0,major beer,1
,,,,,,compet beer,1.0,beer roommat,1
,,,,,,contest beer,1.0,crank beer,1
,,,,,,hangov beer,1.0,elli beer,1
,,,,,,sigha beer,1.0,purchas beer,1
,,,,,,beer poss,1.0,beerhaus heart,1
,,,,,,skip beer,1.0,restaur beerhaus,1
,,,,,,beer bear,1.0,beerhaus perfect,1
,,,,,,goe beer,1.0,beer intrrest,1
,,,,,,next beer,1.0,beer tbh,1
,,,,,,walk beerhaus,1.0,beer forgotten,1
,,,,,,beerhaus mani,1.0,beer korean,1
,,,,,,fireston beer,1.0,beer ceas,1
,,,,,,distanc beer,1.0,beerhaus definit,1
,,,,,,berri beer,1.0,better beerhaus,1
,,,,,,beer piqu,1.0,love beerhaus,1
,,,,,,level beer,1.0,beerhaus vibe,1
,,,,,,loyal beer,1.0,rariti beerhaus,1
,,,,,,yup beer,1.0,beerhaus central,1
,,,,,,beer beatl,1.0,beer hummus,1
,,,,,,beer strang,1.0,stiff beer,1
,,,,,,crispi beer,1.0,growler beer,1
,,,,,,awar beer,1.0,meh beer,1
,,,,,,beer somewher,1.0,natur beer,1
,,,,,,beerhaus offer,1.0,beer notaddheavili,1
,,,,,,porter beer,1.0,lost beer,1
,,,,,,beer handcraft,1.0,beer gir,1
,,,,,,munchi beerhaus,1.0,foofoo beer,1
,,,,,,beerhaus regular,1.0,henc beer,1
,,,,,,luckili beerhaus,1.0,bf beer,1
,,,,,,gun beer,1.0,beer sushi,1
,,,,,,beer ill,1.0,beerhaus girl,1
,,,,,,beer chili,1.0,answer beer,1
,,,,,,beer grill,1.0,beer hungri,1
,,,,,,cast beer,1.0,dynamit beer,1
,,,,,,beer condit,1.0,beer arrog,1
,,,,,,beer fairi,1.0,seven beer,1
,,,,,,beer orang,1.0,beer notaddtini,1
,,,,,,experi beerhaus,1.0,notadddislik beer,1
,,,,,,beerhaus locat,1.0,best rootbeer,1
,,,,,,er beer,1.0,flocktail beer,1
,,,,,,brewpub beer,1.0,almaza beer,1
,,,,,,anyon beer,1.0,movi beer,1
,,,,,,beer third,1.0,kentucki beer,1
,,,,,,hookah beer,1.0,beer book,1
,,,,,,beer sale,1.0,beer chris,1
,,,,,,yeast beer,1.0,intellectu beer,1
,,,,,,chunk beer,1.0,said beerhaus,1
,,,,,,greatest beer,1.0,notadddisappoint beer,1
,,,,,,beer men,1.0,malti beer,1
,,,,,,endless beer,1.0,beer bob,1
,,,,,,beer miyagi,1.0,beerhaus week,1
,,,,,,beer cozi,1.0,beer realist,1
,,,,,,guzzl beer,1.0,beerhaus plant,1
,,,,,,brit beer,1.0,entertain beer,1
,,,,,,dump beer,1.0,beer sausag,1
,,,,,,beer dude,1.0,beer unfortun,1
,,,,,,beer horrend,1.0,english beer,1
,,,,,,victori beer,1.0,let beer,1
,,,,,,dedic beer,1.0,fresher beer,1
,,,,,,beer carri,1.0,beer freak,1
,,,,,,beer wi,1.0,beer uncrowd,1
,,,,,,beer answer,1.0,unbeliev beer,1
,,,,,,beer lineup,1.0,dionesia beer,1
,,,,,,beer notaddafraid,1.0,beer offici,1
,,,,,,beer mark,1.0,cheesi beer,1
,,,,,,beer excess,1.0,beer reali,1
,,,,,,beer yea,1.0,beer lori,1
,,,,,,fare beer,1.0,batter beer,1
,,,,,,beer steroid,1.0,quantiti beer,1
,,,,,,grichebactom beer,1.0,true beer,1
,,,,,,improv beer,1.0,smart beer,1
,,,,,,yay beer,1.0,beer steal,1
,,,,,,tang beer,1.0,beer notaddbudweis,1
,,,,,,beer capit,1.0,abita beer,1
,,,,,,beerhaus newest,1.0,beer louisiana,1
,,,,,,believ beerhaus,1.0,creme beer,1
,,,,,,beerhaus becom,1.0,snakebit beer,1
,,,,,,beer otherwis,1.0,beer california,1
,,,,,,gingeer beer,1.0,kloud beer,1
,,,,,,beer notaddoverpr,1.0,beer delic,1
,,,,,,cab beer,1.0,beer attend,1
,,,,,,beer clear,1.0,hop beer,1
,,,,,,beer seat,1.0,beer almaza,1
,,,,,,home beer,1.0,gunn beer,1
,,,,,,induc beer,1.0,beer garlic,1
,,,,,,hourglass beer,1.0,warm beer,1
,,,,,,beer hearti,1.0,latter beer,1
,,,,,,beer american,1.0,condit beer,1
,,,,,,beer heat,1.0,beer alaskan,1
,,,,,,beer trick,1.0,lebanes beer,1
,,,,,,beer prefer,1.0,delish beer,1
,,,,,,chalkboard beer,1.0,beerhaus disappoint,1
,,,,,,pay beerhaus,1.0,ambianc beer,1
,,,,,,beerhaus probabl,1.0,beer aggi,1
,,,,,,name beerhaus,1.0,new beerhaus,1
,,,,,,beerhaus foodhaus,1.0,bernard beer,1
,,,,,,guess beerhaus,1.0,hazi beer,1
,,,,,,beerhaus deserv,1.0,beer rise,1
,,,,,,edumac beer,1.0,beer care,1
,,,,,,beer fruiti,1.0,leo beer,1
,,,,,,beer enter,1.0,beer escargot,1
,,,,,,quaf beer,1.0,dog beerhaus,1
,,,,,,beer convers,1.0,beerhaus place,1
,,,,,,beerhaus see,1.0,beer wherev,1
,,,,,,delic beer,1.0,breath beer,1
,,,,,,od beer,1.0,beer tome,1
,,,,,,eib beer,1.0,beer uplift,1
,,,,,,beer dislik,1.0,beer succul,1
,,,,,,curious beer,1.0,vega beerhaus,1
,,,,,,beer thorough,1.0,beerhaus notaddb,1
,,,,,,thorough beer,1.0,mall beer,1
,,,,,,ridicul beer,1.0,check beerhaus,1
,,,,,,pork beer,1.0,beer earn,1
,,,,,,beer level,1.0,courteous beer,1
,,,,,,catchi beer,1.0,beer olivia,1
,,,,,,housemad beer,1.0,spent beer,1
,,,,,,beer iffi,1.0,beer duck,1
,,,,,,park beerhaus,1.0,troubl beerhaus,1
,,,,,,beer imho,1.0,beerhaus great,1
,,,,,,beer mediocr,1.0,beer snake,1
,,,,,,path beer,1.0,beer within,1
,,,,,,beer timer,1.0,note beerhaus,1
,,,,,,avid beer,1.0,spot beerhaus,1
,,,,,,log beer,1.0,beerhaus sure,1
,,,,,,beer prize,1.0,eat beerhaus,1
,,,,,,beerhaus good,1.0,beerhaus sinc,1
,,,,,,beer insist,1.0,vibe beerhaus,1
,,,,,,accent beer,1.0,beerhaus famili,1
,,,,,,realli beer,1.0,notna beer,1
,,,,,,adventur beer,1.0,beer hoppi,1
,,,,,,brainer beer,1.0,quench beer,1
,,,,,,mari beer,1.0,beer namesak,1
