beer1,beer1freq,beer2,beer2freq,beer3,beer3freq,beer4,beer4freq,beer5,beer5freq
,,,,,,ounc beer excel,1.0,beer time franziskan,1
,,,,,,beer excel need,1.0,staff check beer,1
,,,,,,tasti oz beer,1.0,check beer week,1
,,,,,,oz beer beat,1.0,beer week club,1
,,,,,,beer beat anyth,1.0,get differ beer,1
,,,,,,yea great beer,1.0,differ beer manag,1
,,,,,,beer select thing,1.0,beer manag choic,1
,,,,,,this way beer,1.0,expo taco beer,1
,,,,,,way beer impress,1.0,cocktail beer draft,1
,,,,,,beer impress would,1.0,beer this guy,1
,,,,,,this simpl beer,1.0,updat board beer,1
,,,,,,simpl beer burger,1.0,board beer select,1
,,,,,,drink rest beer,1.0,beer without go,1
,,,,,,rest beer lot,1.0,wash craft beer,1
,,,,,,beer lot bottl,1.0,craft beer shake,1
,,,,,,lot bottl beer,1.0,beer shake love,1
,,,,,,bottl beer great,1.0,beer special know,1
,,,,,,pitcher beer way,1.0,ring beer sunday,1
,,,,,,year drank beer,1.0,beer sunday footbal,1
,,,,,,drank beer fine,1.0,run excel beer,1
,,,,,,beer fine select,1.0,mango craft beer,1
,,,,,,owner felt beer,1.0,craft beer disappoint,1
,,,,,,felt beer wine,1.0,beer disappoint portion,1
,,,,,,beer wine requir,1.0,fan good beer,1
,,,,,,glass beer root,1.0,serv beer btw,1
,,,,,,beer steak far,1.0,beer btw strawberri,1
,,,,,,beer park nice,1.0,btw strawberri beer,1
,,,,,,choic microbreweri beer,1.0,strawberri beer say,1
,,,,,,microbreweri beer root,1.0,beer say went,1
,,,,,,root beer still,1.0,taco beer pleasant,1
,,,,,,littl place beer,1.0,beer pleasant surpris,1
,,,,,,love creativ beer,1.0,beer best fish,1
,,,,,,creativ beer select,1.0,get lunch beer,1
,,,,,,best beer menus,1.0,lunch beer machin,1
,,,,,,beer menus las,1.0,beer machin pretti,1
,,,,,,curat true beer,1.0,cuz miss beer,1
,,,,,,true beer snob,1.0,miss beer free,1
,,,,,,beer snob know,1.0,taco beer wow,1
,,,,,,knowledg beer serv,1.0,beer wow find,1
,,,,,,beer serv price,1.0,dirti martini beer,1
,,,,,,serv price beer,1.0,martini beer wine,1
,,,,,,price beer fair,1.0,beer wine jack,1
,,,,,,beer fair competit,1.0,help differ beer,1
,,,,,,competit craft beer,1.0,differ beer bit,1
,,,,,,beer bar town,1.0,first rotat beer,1
,,,,,,great staff beer,1.0,super great beer,1
,,,,,,beer select keep,1.0,beer food fast,1
,,,,,,got play beer,1.0,paul knowledg beer,1
,,,,,,beer pong random,1.0,beer offer took,1
,,,,,,decent beer reason,1.0,burger die beer,1
,,,,,,bar come beer,1.0,food beer vampir,1
,,,,,,come beer complet,1.0,beer vampir taco,1
,,,,,,beer complet satisfi,1.0,vampir taco beer,1
,,,,,,good coffe beer,1.0,taco beer dream,1
,,,,,,coffe beer great,1.0,beer dream definit,1
,,,,,,beer great peopl,1.0,guest great beer,1
,,,,,,oz beer sold,1.0,husband order beer,1
,,,,,,beer sold order,1.0,order beer decid,1
,,,,,,food beer quit,1.0,beer decid first,1
,,,,,,beer quit select,1.0,outstand beer list,1
,,,,,,get call beer,1.0,beer list decent,1
,,,,,,call beer park,1.0,select beer must,1
,,,,,,beer park like,1.0,great help beer,1
,,,,,,communiti park beer,1.0,brainless raspberri beer,1
,,,,,,park beer park,1.0,raspberri beer tap,1
,,,,,,beer park complet,1.0,great perfect beer,1
,,,,,,notaddth notaddstreet beer,1.0,perfect beer guy,1
,,,,,,notaddstreet beer park,1.0,beer guy hang,1
,,,,,,beer park got,1.0,knowledg beer know,1
,,,,,,locat beer park,1.0,beer know treat,1
,,,,,,hous serv beer,1.0,sat great beer,1
,,,,,,beer wine even,1.0,flight beer food,1
,,,,,,site beer look,1.0,place beer watch,1
,,,,,,beer look big,1.0,shrimp good beer,1
,,,,,,salad beer brought,1.0,button drink beer,1
,,,,,,beer brought food,1.0,drink beer corona,1
,,,,,,also came beer,1.0,beer corona modelo,1
,,,,,,coffe wine beer,1.0,got beer think,1
,,,,,,wine beer music,1.0,beer think good,1
,,,,,,beer music friend,1.0,bring real beer,1
,,,,,,oz beer crazi,1.0,real beer notaddcorona,1
,,,,,,beer crazi deal,1.0,beer notaddcorona notaddbut,1
,,,,,,plus craft beer,1.0,us beer talk,1
,,,,,,beer excel find,1.0,beer talk flavor,1
,,,,,,rack rib beer,1.0,see enjoy beer,1
,,,,,,rib beer fresh,1.0,chose along beer,1
,,,,,,start go beer,1.0,along beer list,1
,,,,,,go beer last,1.0,beer list henc,1
,,,,,,beer last time,1.0,ambienc cozi beer,1
,,,,,,time beer still,1.0,cozi beer select,1
,,,,,,beer still decent,1.0,beer select unmatch,1
,,,,,,eaten multipl beer,1.0,beer surpris tasti,1
,,,,,,multipl beer get,1.0,cream soda beer,1
,,,,,,beer get meal,1.0,soda beer els,1
,,,,,,chipotl rib beer,1.0,brought root beer,1
,,,,,,rib beer margarita,1.0,beer shot along,1
,,,,,,beer margarita tip,1.0,share wine beer,1
,,,,,,smokey wish beer,1.0,wine beer reason,1
,,,,,,wish beer like,1.0,wine beer excel,1
,,,,,,beer like sierra,1.0,choic beer lobster,1
,,,,,,yummi beer draft,1.0,beer lobster noodl,1
,,,,,,beer draft excel,1.0,select especi beer,1
,,,,,,includ beer sinc,1.0,especi beer drinker,1
,,,,,,beer sinc elli,1.0,beer drinker crazi,1
,,,,,,relax cold beer,1.0,beer awesom groupon,1
,,,,,,beer made adjoin,1.0,staff certifi beer,1
,,,,,,root beer bomb,1.0,certifi beer server,1
,,,,,,beer bomb ass,1.0,beer server certif,1
,,,,,,steak root beer,1.0,bridget server beer,1
,,,,,,root beer restaur,1.0,server beer tender,1
,,,,,,beer restaur bbq,1.0,beer tender omg,1
,,,,,,beer sell fee,1.0,oscar excel beer,1
,,,,,,one brew beer,1.0,excel beer among,1
,,,,,,brew beer beer,1.0,beer among coldest,1
,,,,,,beer beer notaddbest,1.0,atmospher scottish beer,1
,,,,,,beer notaddbest notaddi,1.0,scottish beer this,1
,,,,,,notaddi oz beer,1.0,ginger beer scotland,1
,,,,,,oz beer eh,1.0,beer scotland back,1
,,,,,,beer eh complain,1.0,alway evolv beer,1
,,,,,,sport beer select,1.0,evolv beer list,1
,,,,,,want coupl beer,1.0,beer list come,1
,,,,,,coupl beer mayb,1.0,favorit beer well,1
,,,,,,beer mayb throw,1.0,beer well banana,1
,,,,,,along bottl beer,1.0,bread beer great,1
,,,,,,bottl beer differ,1.0,beer great oggi,1
,,,,,,beer differ kind,1.0,one draught beer,1
,,,,,,wine drink beer,1.0,top bottl beer,1
,,,,,,drink beer notaddth,1.0,beer awesom bonus,1
,,,,,,beer tap server,1.0,interest appropri beer,1
,,,,,,free beer choos,1.0,appropri beer wine,1
,,,,,,beer choos stout,1.0,morn crave beer,1
,,,,,,amber wheat rootbeer,1.0,crave beer burger,1
,,,,,,wheat rootbeer hous,1.0,beer burger well,1
,,,,,,rootbeer hous brew,1.0,plate die beer,1
,,,,,,beer game love,1.0,beer fri servic,1
,,,,,,game love beer,1.0,blue goblet beer,1
,,,,,,love beer also,1.0,goblet beer select,1
,,,,,,beer also truffl,1.0,sinc love beer,1
,,,,,,meal beer also,1.0,near endless beer,1
,,,,,,beer also quit,1.0,carri ginger beer,1
,,,,,,even primer beer,1.0,beer make make,1
,,,,,,primer beer margarita,1.0,beer definit worth,1
,,,,,,beer margarita noth,1.0,awesom spot beer,1
,,,,,,dinner special beer,1.0,spot beer draft,1
,,,,,,special beer tip,1.0,beer draft amaz,1
,,,,,,beer tip adequ,1.0,cold beer think,1
,,,,,,island beer chat,1.0,beer think found,1
,,,,,,beer chat local,1.0,taco beer group,1
,,,,,,get gambl beer,1.0,beer group grew,1
,,,,,,gambl beer notaddbad,1.0,hour taco beer,1
,,,,,,beer notaddbad notaddtoo,1.0,taco beer accommod,1
,,,,,,knowledg good beer,1.0,beer accommod parti,1
,,,,,,good beer tast,1.0,good beer thank,1
,,,,,,draft beer dirt,1.0,pasti delici beer,1
,,,,,,oh wait beer,1.0,everi fanci beer,1
,,,,,,wait beer root,1.0,fanci beer bar,1
,,,,,,beer come this,1.0,beer bar yard,1
,,,,,,draft beer vega,1.0,tvs throughout beer,1
,,,,,,beer vega gonna,1.0,throughout beer tap,1
,,,,,,back plus beer,1.0,free beer samuel,1
,,,,,,plus beer tall,1.0,beer samuel smith,1
,,,,,,beer tall one,1.0,game ton beer,1
,,,,,,beer choic truffl,1.0,ton beer friend,1
,,,,,,great beer best,1.0,taster beer without,1
,,,,,,nice assort beer,1.0,beer without even,1
,,,,,,food steak beer,1.0,cornish great beer,1
,,,,,,steak beer special,1.0,hand taco beer,1
,,,,,,beer special super,1.0,taco beer see,1
,,,,,,root beer bad,1.0,beer see first,1
,,,,,,beer bad extraordinari,1.0,waiter knew beer,1
,,,,,,bean oz beer,1.0,knew beer menu,1
,,,,,,select beer craft,1.0,even mention beer,1
,,,,,,beer craft cocktail,1.0,mention beer notaddth,1
,,,,,,free grab beer,1.0,beer notaddth notaddlist,1
,,,,,,grab beer look,1.0,notaddher notaddyet beer,1
,,,,,,beer look art,1.0,notaddyet beer list,1
,,,,,,brew beer sinc,1.0,memor entir beer,1
,,,,,,beer sinc beer,1.0,entir beer wall,1
,,,,,,sinc beer drinker,1.0,beer wall menu,1
,,,,,,beer drinker ca,1.0,impress taco beer,1
,,,,,,beer choic black,1.0,taco beer made,1
,,,,,,take right beer,1.0,beer made namesak,1
,,,,,,right beer ferment,1.0,small select beer,1
,,,,,,beer ferment open,1.0,beer decid tri,1
,,,,,,might fact beer,1.0,taco beer muy,1
,,,,,,fact beer wine,1.0,beer muy delici,1
,,,,,,beer wine licens,1.0,pm includ beer,1
,,,,,,draft domest beer,1.0,includ beer taco,1
,,,,,,domest beer lot,1.0,beer taco favorit,1
,,,,,,beer lot screen,1.0,vegan parti beer,1
,,,,,,oz microbrew beer,1.0,parti beer select,1
,,,,,,microbrew beer pizza,1.0,creami hundr beer,1
,,,,,,beer pizza steak,1.0,hundr beer tap,1
,,,,,,stout root beer,1.0,beer tap belgium,1
,,,,,,root beer stout,1.0,differ belgium beer,1
,,,,,,beer stout ok,1.0,belgium beer pleasant,1
,,,,,,flavor root beer,1.0,beer pleasant decor,1
,,,,,,beer tasti incident,1.0,beer price reason,1
,,,,,,incident root beer,1.0,beer awesom husband,1
,,,,,,root beer cost,1.0,beer menu fan,1
,,,,,,beer cost dollar,1.0,beer taco beer,1
,,,,,,flip jalapeno beer,1.0,taco beer place,1
,,,,,,jalapeno beer cap,1.0,wild sour beer,1
,,,,,,beer cap maw,1.0,beer even honey,1
,,,,,,buffet said beer,1.0,dave know beer,1
,,,,,,said beer price,1.0,know beer anyon,1
,,,,,,beer price select,1.0,beer anyon ever,1
,,,,,,ale chicago beer,1.0,sever favorit beer,1
,,,,,,chicago beer compani,1.0,great oh beer,1
,,,,,,beer compani pretti,1.0,oh beer chees,1
,,,,,,cosplay recommend beer,1.0,beer tap quit,1
,,,,,,recommend beer ridicul,1.0,back town tacosandbeerop,1
,,,,,,sit beer outsid,1.0,town tacosandbeerop tacotuesday,1
,,,,,,beer outsid this,1.0,waitstaff good beer,1
,,,,,,root beer hard,1.0,chili ginger beer,1
,,,,,,vari select beer,1.0,ginger beer instant,1
,,,,,,draft week beer,1.0,beer instant remind,1
,,,,,,week beer expert,1.0,beer lime juic,1
,,,,,,beer expert look,1.0,tart ginger beer,1
,,,,,,look expand beer,1.0,beer ginger candi,1
,,,,,,expand beer knowledg,1.0,beer flight except,1
,,,,,,list bottl beer,1.0,one sour beer,1
,,,,,,bottl beer avail,1.0,sour beer notaddprefer,1
,,,,,,beer avail full,1.0,beer notaddprefer notaddanyway,1
,,,,,,craft beer sinc,1.0,hey live beer,1
,,,,,,beer sinc main,1.0,live beer draft,1
,,,,,,dinner beer someth,1.0,beer draft list,1
,,,,,,place beer relax,1.0,rotat differ beer,1
,,,,,,someon drink beer,1.0,differ beer notadddaddi,1
,,,,,,drink beer name,1.0,beer notadddaddi beer,1
,,,,,,beer name shop,1.0,notadddaddi beer no,1
,,,,,,beer pong alreadi,1.0,beer no milbudcoor,1
,,,,,,view check beer,1.0,draft talk beer,1
,,,,,,check beer choic,1.0,talk beer like,1
,,,,,,beer choic option,1.0,beer like speakeasi,1
,,,,,,draft beer eat,1.0,better place beer,1
,,,,,,beer eat crab,1.0,beer list high,1
,,,,,,beer park two,1.0,beer question rotat,1
,,,,,,order beer park,1.0,tap best beer,1
,,,,,,oz pitcher beer,1.0,ca notaddbeat beer,1
,,,,,,pitcher beer repeat,1.0,notaddbeat beer notaddth,1
,,,,,,beer repeat say,1.0,beer notaddth kim,1
,,,,,,littl due beer,1.0,want sampl beer,1
,,,,,,due beer hold,1.0,beer commit shorti,1
,,,,,,beer hold notaddm,1.0,notaddin notaddtown beer,1
,,,,,,bag chip beer,1.0,notaddtown beer bar,1
,,,,,,chip beer recommend,1.0,went friend beer,1
,,,,,,beer recommend this,1.0,friend beer weari,1
,,,,,,food ohh beer,1.0,beer weari heard,1
,,,,,,ohh beer pretti,1.0,bread beer ginger,1
,,,,,,took look beer,1.0,beer ginger beer,1
,,,,,,look beer list,1.0,ginger beer omg,1
,,,,,,fifteen differ beer,1.0,today mom beer,1
,,,,,,beer tap plus,1.0,mom beer sampl,1
,,,,,,notaddstart root beer,1.0,beer sampl thing,1
,,,,,,root beer seem,1.0,month love beer,1
,,,,,,beer seem favourit,1.0,beer food servic,1
,,,,,,bottl beer stand,1.0,back habanero beer,1
,,,,,,beer stand serv,1.0,habanero beer pls,1
,,,,,,meal root beer,1.0,near overwhelm beer,1
,,,,,,beer get egg,1.0,overwhelm beer option,1
,,,,,,root beer keep,1.0,beer option look,1
,,,,,,option draught beer,1.0,drinkin draft beer,1
,,,,,,draught beer great,1.0,draft beer shila,1
,,,,,,beer great sure,1.0,beer shila talk,1
,,,,,,egg inclin beer,1.0,breakfast buck beer,1
,,,,,,inclin beer chees,1.0,buck beer comp,1
,,,,,,pretzel nail beer,1.0,beer comp nice,1
,,,,,,nail beer chees,1.0,fun interest beer,1
,,,,,,beer chees low,1.0,beer list offer,1
,,,,,,perfect amount beer,1.0,good beer henc,1
,,,,,,amount beer flavor,1.0,beer henc name,1
,,,,,,beer flavor mani,1.0,amaz rotat beer,1
,,,,,,time beer chees,1.0,small bathroom beer,1
,,,,,,beer chees notaddat,1.0,bathroom beer make,1
,,,,,,sport beer excel,1.0,beer make pee,1
,,,,,,beer excel select,1.0,bar best beer,1
,,,,,,sometim brew beer,1.0,favor stop beer,1
,,,,,,brew beer garden,1.0,beer snack tina,1
,,,,,,beer garden star,1.0,offer mani beer,1
,,,,,,chees sweet beer,1.0,mani beer suggest,1
,,,,,,sweet beer sauc,1.0,vast choic beer,1
,,,,,,beer sauc chunk,1.0,choic beer larger,1
,,,,,,good beer strong,1.0,beer larger spirit,1
,,,,,,beer strong cocktail,1.0,staff delight beer,1
,,,,,,say beer long,1.0,delight beer garden,1
,,,,,,ate comfort beer,1.0,beer garden dog,1
,,,,,,comfort beer wife,1.0,comfi booth beer,1
,,,,,,beer wife water,1.0,booth beer list,1
,,,,,,fri beer order,1.0,someth like beer,1
,,,,,,beer order certain,1.0,beer tap yup,1
,,,,,,usual get beer,1.0,hundr fifti beer,1
,,,,,,get beer prepar,1.0,fifti beer tap,1
,,,,,,beer tap back,1.0,beer tap husband,1
,,,,,,cheap beer jim,1.0,sampl beer hand,1
,,,,,,beer jim summer,1.0,beer hand go,1
,,,,,,hour shit beer,1.0,overbear food beer,1
,,,,,,shit beer shit,1.0,beer tap super,1
,,,,,,beer shit go,1.0,beer select footbal,1
,,,,,,beer wine spirit,1.0,beer pizza die,1
,,,,,,rather vari beer,1.0,beer back next,1
,,,,,,vari beer cheap,1.0,great beer come,1
,,,,,,beer cheap ca,1.0,beer come drink,1
,,,,,,side averag beer,1.0,beer realli friend,1
,,,,,,averag beer anyway,1.0,artichoki great beer,1
,,,,,,beer anyway good,1.0,beer list constant,1
,,,,,,craft beer close,1.0,ever great beer,1
,,,,,,beer close home,1.0,need especi beer,1
,,,,,,place beer menu,1.0,especi beer geek,1
,,,,,,beer menu larg,1.0,beer geek go,1
,,,,,,us random beer,1.0,tantrum fav beer,1
,,,,,,random beer even,1.0,fav beer notaddth,1
,,,,,,brew beer cost,1.0,beer notaddth notaddlin,1
,,,,,,beer cost use,1.0,cool great beer,1
,,,,,,hate root beer,1.0,great beer rest,1
,,,,,,root beer year,1.0,beer rest team,1
,,,,,,beer year ago,1.0,great beer tina,1
,,,,,,half gallon rootbeer,1.0,beer tina rock,1
,,,,,,gallon rootbeer flight,1.0,notaddyou byob beer,1
,,,,,,rootbeer flight home,1.0,byob beer wine,1
,,,,,,went spend beer,1.0,beer wine next,1
,,,,,,spend beer liquor,1.0,tast qualiti beer,1
,,,,,,beer liquor great,1.0,qualiti beer place,1
,,,,,,craft beer prime,1.0,beer place food,1
,,,,,,beer strip cours,1.0,enjoy time beer,1
,,,,,,local beer tri,1.0,time beer canplac,1
,,,,,,beer tri familiar,1.0,beer canplac notaddbut,1
,,,,,,want cold beer,1.0,us beer list,1
,,,,,,conveni bite beer,1.0,beer list expans,1
,,,,,,bite beer lobbi,1.0,basil ginger beer,1
,,,,,,beer lobbi bar,1.0,ginger beer wait,1
,,,,,,unbear day beer,1.0,beer wait tabl,1
,,,,,,day beer park,1.0,taco beer whenev,1
,,,,,,beer park love,1.0,beer whenev anyon,1
,,,,,,menu beer offer,1.0,select beer notaddment,1
,,,,,,beer offer select,1.0,beer notaddment notaddth,1
,,,,,,select four beer,1.0,beer select notaddthat,1
,,,,,,four beer flight,1.0,notaddthat sever beer,1
,,,,,,beer flight look,1.0,sever beer rotat,1
,,,,,,mi slider beer,1.0,beer rotat know,1
,,,,,,slider beer brine,1.0,break incred beer,1
,,,,,,bucket six beer,1.0,incred beer menu,1
,,,,,,six beer parti,1.0,menu good beer,1
,,,,,,beer parti start,1.0,good beer often,1
,,,,,,option beer pong,1.0,beer often know,1
,,,,,,pong beer bong,1.0,amaz beer drink,1
,,,,,,beer bong shot,1.0,food beer band,1
,,,,,,get game beer,1.0,beer band nice,1
,,,,,,enough beer start,1.0,also extens beer,1
,,,,,,beer start game,1.0,beer list love,1
,,,,,,avail hose beer,1.0,taco restaur beer,1
,,,,,,hose beer bong,1.0,restaur beer near,1
,,,,,,beer bong thing,1.0,beer near las,1
,,,,,,delici beer good,1.0,night disappoint beer,1
,,,,,,beer good downsid,1.0,prompt friend beer,1
,,,,,,drink stick beer,1.0,beer fresh great,1
,,,,,,stick beer serious,1.0,also root beer,1
,,,,,,beer serious notadda,1.0,beer shot danger,1
,,,,,,plus draft beer,1.0,regular root beer,1
,,,,,,draft beer usual,1.0,beer float entir,1
,,,,,,beer usual decent,1.0,taco beer better,1
,,,,,,well sever beer,1.0,beer better order,1
,,,,,,sever beer wine,1.0,taco beer capich,1
,,,,,,hour gambl beer,1.0,beer capich hear,1
,,,,,,gambl beer free,1.0,hear taco beer,1
,,,,,,beer free gambl,1.0,beer expect tini,1
,,,,,,sport event beer,1.0,hold expect beer,1
,,,,,,event beer tri,1.0,expect beer this,1
,,,,,,beer tri mani,1.0,whole book beer,1
,,,,,,fri awesom beer,1.0,book beer got,1
,,,,,,awesom beer tast,1.0,beer got ipa,1
,,,,,,select beer door,1.0,tequila shot beer,1
,,,,,,beer door seat,1.0,shot beer nerd,1
,,,,,,includ anoth beer,1.0,beer nerd come,1
,,,,,,anoth beer left,1.0,convers lunch beer,1
,,,,,,beer left elli,1.0,lunch beer servic,1
,,,,,,killer root beer,1.0,beer servic super,1
,,,,,,root beer notadda,1.0,belgian ipa beer,1
,,,,,,draft beer altogeth,1.0,ipa beer flight,1
,,,,,,beer altogeth pretti,1.0,beer flight taster,1
,,,,,,brew beer chose,1.0,tri mani beer,1
,,,,,,beer chose light,1.0,mani beer leer,1
,,,,,,chose light beer,1.0,beer leer price,1
,,,,,,light beer equival,1.0,came quick beer,1
,,,,,,beer equival bud,1.0,quick beer bartend,1
,,,,,,super good beer,1.0,beer bartend cool,1
,,,,,,good beer refresh,1.0,uniqu rare beer,1
,,,,,,beer refresh perfect,1.0,rare beer draft,1
,,,,,,like hous beer,1.0,portion coupl beer,1
,,,,,,spot brew beer,1.0,coupl beer definit,1
,,,,,,brew beer inexpens,1.0,beer definit see,1
,,,,,,besid buck beer,1.0,fantast coupl beer,1
,,,,,,buck beer root,1.0,beer chicken chimichurri,1
,,,,,,root beer elli,1.0,burger beer tuesday,1
,,,,,,bad tri beer,1.0,beer tuesday everi,1
,,,,,,beer beer concoct,1.0,burger alon beer,1
,,,,,,beer concoct serv,1.0,alon beer ice,1
,,,,,,glass larg beer,1.0,ish present beer,1
,,,,,,larg beer take,1.0,present beer pasti,1
,,,,,,beer take hand,1.0,beer pasti perfect,1
,,,,,,beer wine stay,1.0,brew co beer,1
,,,,,,refil stepdad beer,1.0,co beer great,1
,,,,,,stepdad beer time,1.0,beer great smooth,1
,,,,,,beer time refil,1.0,staff decent beer,1
,,,,,,request wine beer,1.0,beer select high,1
,,,,,,wine beer bottl,1.0,taco beer tri,1
,,,,,,beer bottl open,1.0,tri beer no,1
,,,,,,one serv beer,1.0,beer no idea,1
,,,,,,serv beer pm,1.0,decid watermelon beer,1
,,,,,,beer pm also,1.0,watermelon beer tangerin,1
,,,,,,menu draft beer,1.0,beer tangerin beer,1
,,,,,,draft beer tast,1.0,tangerin beer this,1
,,,,,,beer tast water,1.0,locat disappoint beer,1
,,,,,,deal tower beer,1.0,beer select usual,1
,,,,,,tower beer tower,1.0,notaddat notaddal beer,1
,,,,,,beer tower hold,1.0,notaddal beer cold,1
,,,,,,tower hold beer,1.0,awesom bartend beer,1
,,,,,,hold beer may,1.0,guest order beer,1
,,,,,,beer may notadda,1.0,order beer purpl,1
,,,,,,cold beer unbeliev,1.0,beer purpl haze,1
,,,,,,beer unbeliev wait,1.0,beer could stand,1
,,,,,,beer select spot,1.0,oh wait beer,1
,,,,,,beer good compani,1.0,wait beer good,1
,,,,,,salad roll beer,1.0,beer lot lot,1
,,,,,,roll beer yes,1.0,huge flavor beer,1
,,,,,,make homemad beer,1.0,flavor beer connoisseur,1
,,,,,,homemad beer meatbal,1.0,problem find beer,1
,,,,,,beer meatbal ranch,1.0,beer enjoy this,1
,,,,,,tire beer good,1.0,say tacosandb beer,1
,,,,,,beer good combo,1.0,tacosandb beer first,1
,,,,,,pretti standard beer,1.0,beer first top,1
,,,,,,larg outdoor beer,1.0,visit taco beer,1
,,,,,,throughout space beer,1.0,across america beer,1
,,,,,,space beer menu,1.0,america beer select,1
,,,,,,beer offer tap,1.0,beer select continu,1
,,,,,,choic root beer,1.0,someon enjoy beer,1
,,,,,,beer beer problem,1.0,enjoy beer even,1
,,,,,,beer problem notadda,1.0,locat awesom beer,1
,,,,,,brew sever beer,1.0,marri taco beer,1
,,,,,,sever beer premis,1.0,taco beer ladi,1
,,,,,,beer premis includ,1.0,beer could decid,1
,,,,,,hous made rootbeer,1.0,obvious best beer,1
,,,,,,made rootbeer also,1.0,beer select las,1
,,,,,,rootbeer also outstand,1.0,featur draft beer,1
,,,,,,local beer tvs,1.0,draft beer waitresss,1
,,,,,,beer tvs everywher,1.0,beer waitresss tia,1
,,,,,,turn tabl beer,1.0,wasatch belgian beer,1
,,,,,,drink even beer,1.0,choic categori beer,1
,,,,,,even beer wine,1.0,categori beer wine,1
,,,,,,beer wine next,1.0,beer wine whatev,1
,,,,,,wing cours beer,1.0,tabl either beer,1
,,,,,,cours beer tower,1.0,either beer tabl,1
,,,,,,beer tower mood,1.0,beer tabl shot,1
,,,,,,pour breweri beer,1.0,lot varieti beer,1
,,,,,,breweri beer excel,1.0,varieti beer menu,1
,,,,,,watch strip beer,1.0,beer menu notaddlot,1
,,,,,,beer park locat,1.0,refresh extens beer,1
,,,,,,mention beer hous,1.0,map craft beer,1
,,,,,,hous beer drinkabl,1.0,solid beer program,1
,,,,,,beer drinkabl noth,1.0,beer program wish,1
,,,,,,root beer carbon,1.0,place phenomen beer,1
,,,,,,beer carbon notaddenough,1.0,phenomen beer ca,1
,,,,,,fri steak beer,1.0,beer scene season,1
,,,,,,steak beer share,1.0,kitchen top beer,1
,,,,,,beer share cheesecak,1.0,beer tap high,1
,,,,,,chill drink beer,1.0,his way beer,1
,,,,,,partak like beer,1.0,way beer list,1
,,,,,,late night beer,1.0,beer list pasti,1
,,,,,,night beer decompress,1.0,spot kind beer,1
,,,,,,beer decompress strip,1.0,kind beer tap,1
,,,,,,beef jerki beer,1.0,beer tap pool,1
,,,,,,jerki beer one,1.0,brew beer tri,1
,,,,,,beer one import,1.0,beer tri someth,1
,,,,,,came salad beer,1.0,beer even amaz,1
,,,,,,salad beer micro,1.0,two best beer,1
,,,,,,beer micro decent,1.0,beer pasti delici,1
,,,,,,island brew beer,1.0,round select beer,1
,,,,,,beer well way,1.0,select beer kitchen,1
,,,,,,inexpens breweri beer,1.0,beer kitchen locat,1
,,,,,,breweri beer chang,1.0,stop sour beer,1
,,,,,,beer chang recip,1.0,sour beer order,1
,,,,,,chang wheat beer,1.0,beer order write,1
,,,,,,wheat beer amber,1.0,select beer kind,1
,,,,,,beer amber back,1.0,beer kind frank,1
,,,,,,went amber beer,1.0,complimentari tast beer,1
,,,,,,amber beer horribl,1.0,tast beer truli,1
,,,,,,beer horribl ate,1.0,beer truli want,1
,,,,,,bottl mexican beer,1.0,watch enjoy beer,1
,,,,,,mexican beer addict,1.0,lol root beer,1
,,,,,,beer addict usual,1.0,us craft beer,1
,,,,,,great oz beer,1.0,lot space beer,1
,,,,,,oz beer describ,1.0,space beer bottl,1
,,,,,,beer describ pint,1.0,beer bottl food,1
,,,,,,margarita tasti beer,1.0,tap beer belli,1
,,,,,,lot like beer,1.0,beer belli grill,1
,,,,,,like beer park,1.0,hour dollar beer,1
,,,,,,beer park starter,1.0,dollar beer food,1
,,,,,,notaddth notaddfood beer,1.0,recommend draft beer,1
,,,,,,notaddfood beer select,1.0,draft beer tast,1
,,,,,,beer select incred,1.0,beer tast bud,1
,,,,,,incred ton beer,1.0,taco beer present,1
,,,,,,beer choos includ,1.0,beer present surpris,1
,,,,,,sirloin microbrew beer,1.0,wrap jalapeño beer,1
,,,,,,microbrew beer mash,1.0,jalapeño beer queso,1
,,,,,,deal grant beer,1.0,beer queso awesom,1
,,,,,,grant beer great,1.0,wow mani beer,1
,,,,,,beer great decent,1.0,beer tap foodi,1
,,,,,,drink kraft beer,1.0,tap foodi beer,1
,,,,,,kraft beer kinda,1.0,foodi beer enthusiast,1
,,,,,,beer appar end,1.0,beer enthusiast year,1
,,,,,,tri beer good,1.0,cold beer bar,1
,,,,,,cider boyfriend beer,1.0,beer bar carolina,1
,,,,,,boyfriend beer server,1.0,found taco beer,1
,,,,,,beer server stop,1.0,thing alcohol beer,1
,,,,,,man hous beer,1.0,alcohol beer wine,1
,,,,,,hous beer cheddar,1.0,share around beer,1
,,,,,,beer cheddar bacon,1.0,finish ton beer,1
,,,,,,draft beer recal,1.0,ton beer sampl,1
,,,,,,beer recal correct,1.0,beer sampl arcad,1
,,,,,,could breweri beer,1.0,viva taco beer,1
,,,,,,breweri beer bbq,1.0,roast flavor beer,1
,,,,,,beer bbq bbq,1.0,beer select recommend,1
,,,,,,bbq eateri beer,1.0,taco beer heartbeat,1
,,,,,,eateri beer inexpens,1.0,beer heartbeat know,1
,,,,,,beer inexpens great,1.0,servic differ beer,1
,,,,,,back breweri beer,1.0,beer tap win,1
,,,,,,breweri beer big,1.0,bunch rare beer,1
,,,,,,beer big glass,1.0,rare beer semi,1
